x,y,is_header,under_pressure,num_defenders,num_teammates,gk_x,gk_y,on_target,placement_y,placement_z,is_goal
113.2,49.6,0,1,9,7,118.6,43.6,0,40.0,0.0,0
111.9,52.7,0,1,9,6,118.8,42.7,0,40.0,0.0,0
112.9,30.4,0,1,7,5,118.7,36.5,1,36.4,0.3,0
113.4,43.5,1,1,9,7,118.0,41.4,0,40.0,0.0,0
103.5,36.6,0,1,9,5,119.3,39.5,0,40.0,0.0,0
116.9,38.5,0,1,10,6,118.0,42.4,1,37.3,0.5,1
100.3,56.6,0,1,9,7,117.7,43.4,1,36.4,0.5,1
107.6,40.4,0,1,9,6,118.5,40.1,0,40.0,0.0,0
107.6,21.5,0,1,9,7,118.2,36.1,0,40.0,0.0,0
102.2,22.4,0,1,9,6,117.4,37.6,0,40.0,0.0,0
110.9,28.0,0,1,9,6,118.3,36.5,0,40.0,0.0,0
89.6,32.5,0,1,9,7,118.3,39.6,1,42.7,1.3,0
90.5,44.9,0,1,10,8,117.4,40.7,0,40.0,0.0,0
103.5,46.6,0,1,9,6,118.0,41.7,0,40.0,0.0,0
103.8,44.8,0,1,9,6,117.4,41.8,1,39.1,2.0,0
106.2,58.7,0,1,9,6,118.1,43.3,0,40.0,0.0,0
119.3,79.1,0,1,10,8,119.3,38.7,1,43.8,2.8,0
101.7,23.7,0,1,9,7,117.5,37.2,1,35.7,1.9,0
111.7,46.0,0,1,10,7,118.5,41.4,0,40.0,0.0,0
108.1,40.1,0,1,0,0,119.0,40.0,1,37.3,1.1,1
108.1,40.1,0,1,0,0,119.0,40.0,1,42.0,0.2,0
108.1,40.1,0,1,0,0,119.0,40.0,1,43.4,0.3,1
108.1,40.1,0,1,0,0,119.0,40.0,1,42.6,0.3,1
108.1,40.1,0,1,0,0,119.0,40.0,1,43.8,0.2,1
108.1,40.1,0,1,0,0,119.0,40.0,1,43.8,0.9,1
108.1,40.1,0,1,0,0,119.0,40.0,1,37.3,0.2,1
108.1,40.1,0,1,0,0,119.0,40.0,1,39.7,0.2,1
108.1,40.1,0,1,0,0,119.0,40.0,1,36.9,1.6,1
104.7,54.5,0,1,7,4,117.8,42.8,1,44.3,0.2,0
92.6,41.8,0,1,7,5,118.8,39.9,0,40.0,0.0,0
107.8,44.4,0,1,8,6,117.4,41.8,0,40.0,0.0,0
116.2,36.6,0,1,6,3,118.9,40.7,0,40.0,0.0,0
113.1,34.1,1,1,9,6,118.1,39.1,0,40.0,0.0,0
108.6,34.2,1,1,8,6,118.1,39.2,0,40.0,0.0,0
108.8,44.0,0,1,9,5,117.3,40.8,1,43.4,1.3,1
103.2,29.7,0,1,9,6,117.3,39.6,0,40.0,0.0,0
110.9,27.4,0,1,8,5,117.7,36.1,1,35.4,0.2,0
108.6,51.3,0,1,10,9,118.8,43.6,0,40.0,0.0,0
99.0,60.0,0,1,10,9,117.4,41.1,0,40.0,0.0,0
104.7,54.4,0,1,5,2,116.3,44.0,0,40.0,0.0,0
101.7,30.6,0,1,9,5,117.7,38.8,0,40.0,0.0,0
94.9,32.7,0,1,7,5,117.7,39.4,1,35.9,0.2,0
89.4,55.2,0,1,9,6,118.8,40.5,1,40.6,1.3,0
111.5,36.3,0,1,4,2,113.5,39.8,1,39.8,0.2,1
99.9,27.2,0,1,8,6,117.3,37.3,0,40.0,0.0,0
97.1,24.9,0,1,9,5,117.9,38.6,0,40.0,0.0,0
113.1,37.7,1,1,6,3,118.6,41.4,0,40.0,0.0,0
91.0,51.3,0,1,9,7,118.0,40.4,0,40.0,0.0,0
107.0,35.5,0,1,5,4,116.8,38.2,0,40.0,0.0,0
60.9,25.6,0,1,9,6,105.5,39.2,0,40.0,0.0,0
93.8,50.2,0,1,10,5,117.3,40.7,0,40.0,0.0,0
105.6,39.0,1,1,10,9,118.3,41.0,0,40.0,0.0,0
101.6,37.8,0,1,10,6,118.7,40.7,0,40.0,0.0,0
89.6,43.4,0,1,8,6,118.9,39.8,0,40.0,0.0,0
109.7,46.4,0,1,8,4,118.4,42.4,1,37.5,0.5,1
94.8,34.0,0,1,10,8,119.2,38.6,0,40.0,0.0,0
92.1,32.2,0,1,10,7,118.7,38.8,0,40.0,0.0,0
113.5,42.3,1,1,9,7,119.5,41.4,0,40.0,0.0,0
111.2,42.9,1,1,10,8,119.4,41.1,0,40.0,0.0,0
110.8,54.5,0,1,8,4,118.9,43.6,0,40.0,0.0,0
89.0,35.6,0,1,9,6,115.6,40.1,0,40.0,0.0,0
105.1,30.6,0,1,8,6,118.1,37.7,0,40.0,0.0,0
106.4,37.5,1,1,10,8,117.3,40.2,0,40.0,0.0,0
111.1,43.8,0,1,10,8,119.2,41.3,0,40.0,0.0,0
116.7,41.6,0,1,5,3,118.0,40.9,1,41.1,0.6,0
100.7,49.3,0,1,7,5,116.8,41.7,0,40.0,0.0,0
113.1,39.6,1,1,7,4,119.2,39.9,0,40.0,0.0,0
114.6,27.9,0,1,8,5,119.1,36.3,0,40.0,0.0,0
114.5,43.6,1,1,10,7,118.8,41.0,0,40.0,0.0,0
114.0,39.1,0,1,10,8,119.6,40.1,0,40.0,0.0,0
94.7,44.0,0,1,8,5,117.3,41.8,1,44.1,1.8,0
98.1,22.6,0,1,10,8,118.4,38.0,1,41.0,1.6,1
112.5,40.9,0,1,8,4,119.2,38.1,0,40.0,0.0,0
111.1,39.6,0,1,9,5,119.3,40.5,0,40.0,0.0,0
112.1,27.8,1,1,10,7,119.0,36.7,1,36.1,2.1,0
114.6,54.5,0,1,4,1,117.1,48.3,1,48.5,1.6,0
95.3,39.1,0,1,10,7,118.7,39.1,1,38.8,0.0,0
90.2,57.0,0,1,9,7,118.0,43.4,0,40.0,0.0,0
113.5,44.4,1,1,10,8,119.1,41.5,1,41.5,1.4,0
96.5,38.1,0,1,9,5,118.0,39.6,0,40.0,0.0,0
108.1,35.2,0,1,8,4,118.5,38.9,0,40.0,0.0,0
113.7,35.0,0,1,7,4,117.2,37.0,1,37.1,2.4,1
101.6,26.3,0,1,6,2,116.7,37.2,0,40.0,0.0,0
89.8,32.6,0,1,9,7,118.3,39.7,0,40.0,0.0,0
114.5,47.4,1,1,10,9,119.2,41.1,0,40.0,0.0,0
107.1,49.6,0,1,6,3,117.9,42.4,0,40.0,0.0,0
95.2,40.1,0,1,9,7,118.8,39.7,0,40.0,0.0,0
101.0,49.4,0,1,6,3,115.4,42.3,1,41.7,1.5,0
103.1,41.9,0,1,6,3,116.4,40.5,0,40.0,0.0,0
95.3,38.1,0,1,8,7,117.6,39.3,0,40.0,0.0,0
94.6,26.2,0,1,9,5,116.8,38.5,0,40.0,0.0,0
110.0,40.4,1,1,9,7,118.4,40.7,0,40.0,0.0,0
110.4,38.4,1,1,10,8,119.0,40.6,0,40.0,0.0,0
115.1,42.0,1,1,10,6,119.2,41.4,0,40.0,0.0,0
114.2,47.9,0,1,10,8,118.6,43.4,0,40.0,0.0,0
93.6,51.6,0,1,6,4,117.2,41.5,1,43.4,0.2,0
104.6,53.2,0,1,10,7,118.3,41.7,0,40.0,0.0,0
114.0,42.8,1,1,10,8,118.7,41.1,1,38.0,2.9,0
93.4,33.9,0,1,7,3,117.9,39.2,1,36.5,2.0,0
113.6,41.4,1,1,10,8,119.0,40.4,1,36.6,2.0,1
103.8,32.8,0,1,8,6,118.5,37.4,1,40.8,2.0,1
100.6,38.0,0,1,10,8,119.4,40.0,0,40.0,0.0,0
98.1,32.5,0,1,8,5,115.3,38.9,1,36.6,2.2,1
104.0,52.2,0,1,10,7,118.2,42.9,0,40.0,0.0,0
110.8,33.1,0,1,8,5,118.1,36.5,0,40.0,0.0,0
111.7,31.1,0,1,7,3,117.4,36.5,1,37.1,1.3,0
107.7,38.9,1,1,10,8,118.9,39.9,0,40.0,0.0,0
116.8,47.4,0,1,10,8,119.2,42.9,1,44.0,0.4,0
103.8,25.1,0,1,10,7,117.5,37.1,1,39.2,1.4,0
104.0,23.4,0,1,10,7,118.5,37.2,1,37.5,0.1,0
102.8,37.7,0,1,6,2,107.9,38.2,1,37.4,0.7,0
107.2,25.6,0,1,8,5,118.2,37.0,0,40.0,0.0,0
89.4,44.5,0,1,9,7,118.1,41.0,0,40.0,0.0,0
114.8,36.6,1,1,10,8,119.2,39.5,1,36.2,1.0,0
106.4,38.2,1,1,10,8,118.9,39.8,0,40.0,0.0,0
112.3,34.2,1,1,10,7,119.2,39.0,0,40.0,0.0,0
108.3,23.4,0,1,10,7,118.6,36.6,0,40.0,0.0,0
109.4,43.5,1,1,8,6,119.2,41.2,0,40.0,0.0,0
107.3,44.8,0,1,8,6,119.2,41.8,0,40.0,0.0,0
107.7,42.7,0,1,8,6,119.1,41.1,0,40.0,0.0,0
98.5,60.6,0,1,9,8,118.5,41.2,1,42.5,0.2,0
112.3,34.8,1,1,10,8,119.0,38.9,0,40.0,0.0,0
100.0,32.0,0,1,9,6,119.1,38.3,0,40.0,0.0,0
99.6,51.2,0,1,7,4,117.4,41.5,1,37.4,2.0,1
88.2,36.6,0,1,10,5,118.4,39.7,1,37.6,0.3,0
104.5,41.6,0,1,8,6,117.8,40.4,0,40.0,0.0,0
108.1,40.0,0,1,0,0,119.0,40.0,1,36.5,0.2,1
117.0,47.6,0,1,7,3,117.6,45.4,1,46.1,0.3,0
102.9,45.1,0,1,6,2,117.6,41.2,0,40.0,0.0,0
111.3,43.4,1,1,10,8,119.1,40.9,1,42.7,2.8,0
95.8,51.6,0,1,9,5,117.8,41.1,1,36.0,2.6,0
98.4,50.6,0,1,10,8,118.3,40.5,1,37.1,0.3,0
98.8,52.9,0,1,8,5,117.4,42.0,0,40.0,0.0,0
109.5,33.3,0,1,10,6,119.1,38.7,1,40.1,0.9,0
111.1,44.6,1,1,10,7,119.0,41.5,0,40.0,0.0,0
110.4,38.9,1,1,8,4,118.3,39.7,0,40.0,0.0,0
103.5,45.0,0,1,7,3,119.2,40.2,1,40.0,1.6,0
104.8,50.4,0,1,9,6,117.9,41.2,0,40.0,0.0,0
110.4,53.5,0,1,7,4,118.4,43.7,1,36.7,0.2,1
115.6,28.4,0,1,6,4,118.3,36.0,0,40.0,0.0,0
112.9,36.2,0,1,10,6,119.0,42.5,0,40.0,0.0,0
96.2,40.8,0,1,8,6,117.6,40.5,0,40.0,0.0,0
101.2,49.8,0,1,8,5,117.9,42.6,1,42.7,1.5,0
95.0,31.2,0,1,10,8,118.6,39.2,0,40.0,0.0,0
113.9,30.2,0,1,6,1,115.5,32.8,0,40.0,0.0,0
102.6,36.7,0,1,6,4,117.6,39.5,0,40.0,0.0,0
114.4,29.9,0,1,10,6,118.9,38.7,1,36.8,0.5,0
109.9,28.0,0,1,6,3,117.4,37.1,1,42.4,0.2,1
108.8,32.1,0,1,5,4,117.6,38.4,0,40.0,0.0,0
95.8,46.1,0,1,7,6,117.7,40.1,0,40.0,0.0,0
110.9,51.0,0,1,4,2,112.6,49.7,0,40.0,0.0,0
97.2,43.4,0,1,9,5,118.8,39.7,0,40.0,0.0,0
99.0,37.2,0,1,10,4,117.3,39.6,0,40.0,0.0,0
103.5,49.7,0,1,5,1,113.8,43.0,1,43.1,0.1,0
111.9,43.8,1,1,10,6,119.1,41.3,0,40.0,0.0,0
93.3,35.9,0,1,10,6,118.8,39.6,0,40.0,0.0,0
91.0,40.1,0,1,4,2,106.7,39.2,0,40.0,0.0,0
112.0,24.9,0,1,4,1,118.4,36.8,1,36.7,0.2,0
98.4,49.0,0,1,7,5,118.2,40.7,1,37.1,0.2,1
107.2,50.2,0,1,6,3,117.2,42.8,1,42.3,0.8,0
111.2,36.3,0,1,7,3,115.4,37.9,1,38.4,0.2,1
109.5,44.1,1,1,10,7,118.7,40.5,1,40.4,1.8,0
114.8,35.5,1,1,10,7,118.2,40.4,0,40.0,0.0,0
113.1,41.4,1,1,10,7,118.9,39.9,0,40.0,0.0,0
115.4,35.9,1,1,8,6,118.6,37.7,0,40.0,0.0,0
114.9,43.7,1,1,8,6,118.8,40.6,1,43.6,1.5,1
88.6,45.1,0,1,10,8,119.3,40.8,0,40.0,0.0,0
102.9,30.2,0,1,7,3,118.2,38.6,0,40.0,0.0,0
93.2,47.1,0,1,9,5,117.1,40.8,1,36.0,1.7,1
111.6,50.8,0,1,8,5,118.2,43.7,1,40.9,1.3,1
99.7,39.5,0,1,9,5,118.0,40.1,0,40.0,0.0,0
97.7,49.9,0,1,6,2,116.7,42.0,0,40.0,0.0,0
111.9,37.4,1,1,10,6,119.0,39.2,1,39.3,1.1,0
111.3,24.4,0,1,9,4,118.5,35.9,1,35.8,0.2,0
115.4,46.4,1,1,10,7,119.0,42.1,0,40.0,0.0,0
103.1,34.5,0,1,8,6,118.7,39.4,0,40.0,0.0,0
100.4,51.7,0,1,7,5,118.1,41.9,0,40.0,0.0,0
104.1,29.6,0,1,5,3,118.0,37.6,0,40.0,0.0,0
109.8,46.9,1,1,7,3,118.3,42.1,0,40.0,0.0,0
103.7,33.2,0,1,9,5,117.4,39.0,0,40.0,0.0,0
108.3,42.5,0,1,8,4,118.2,41.2,0,40.0,0.0,0
94.1,49.4,0,1,8,4,117.4,42.1,0,40.0,0.0,0
95.1,32.8,0,1,7,3,116.1,39.7,0,40.0,0.0,0
98.9,57.7,0,1,9,6,117.1,42.4,0,40.0,0.0,0
110.5,34.8,0,1,10,7,117.8,38.6,0,40.0,0.0,0
99.3,66.6,0,1,10,6,116.6,42.7,0,40.0,0.0,0
105.0,22.8,0,1,10,8,117.1,38.1,0,40.0,0.0,0
117.9,35.1,1,1,10,6,117.8,37.3,1,41.2,2.0,1
93.2,50.5,0,1,8,3,117.0,40.7,0,40.0,0.0,0
90.2,45.9,0,1,10,8,119.4,39.4,1,36.9,0.7,0
95.0,31.7,0,1,6,3,115.6,39.5,1,39.3,0.2,0
102.6,24.6,0,1,9,5,116.3,37.5,0,40.0,0.0,0
97.4,42.2,0,1,9,6,118.7,40.1,1,39.9,0.5,0
110.5,37.0,0,1,7,4,117.9,38.4,0,40.0,0.0,0
114.1,47.8,0,1,6,6,118.7,43.4,1,44.1,1.4,0
110.1,39.1,1,1,10,8,118.6,40.2,1,41.7,0.5,1
95.1,28.0,0,1,10,9,116.8,38.3,0,40.0,0.0,0
108.2,46.5,1,1,8,6,117.3,42.2,0,40.0,0.0,0
110.5,50.7,0,1,9,4,114.3,36.9,0,40.0,0.0,0
110.2,29.0,0,1,9,3,117.2,36.4,0,40.0,0.0,0
111.3,34.1,1,1,8,5,118.3,39.8,0,40.0,0.0,0
106.9,25.8,0,1,5,4,115.0,35.7,1,35.2,0.4,0
115.1,30.4,1,1,9,6,119.3,41.3,0,40.0,0.0,0
111.3,41.6,0,1,8,6,118.6,40.0,1,39.5,0.4,0
101.2,29.4,0,1,4,2,116.8,37.6,0,40.0,0.0,0
92.5,32.9,0,1,9,6,118.2,39.5,0,40.0,0.0,0
91.4,26.7,0,1,9,7,117.6,37.7,1,38.8,1.1,0
98.0,59.1,0,1,8,3,118.7,41.7,0,40.0,0.0,0
94.9,25.6,0,1,9,6,117.9,37.9,0,40.0,0.0,0
93.9,26.0,0,1,10,8,119.2,40.1,0,40.0,0.0,0
99.5,28.3,0,1,8,6,118.7,38.1,1,38.0,1.4,0
89.5,30.2,0,1,8,7,118.6,39.4,0,40.0,0.0,0
111.7,47.2,1,1,9,5,119.0,41.7,0,40.0,0.0,0
109.3,52.1,0,1,7,3,117.5,43.8,1,43.0,0.2,0
105.7,52.8,0,1,10,7,117.3,42.6,0,40.0,0.0,0
91.6,23.0,0,1,10,7,118.3,38.6,0,40.0,0.0,0
110.4,32.9,0,1,7,3,118.7,37.3,1,37.2,1.1,0
118.7,45.1,0,1,5,2,118.8,44.0,1,44.2,0.9,0
107.2,49.3,0,1,4,2,113.9,44.7,0,40.0,0.0,0
108.1,54.2,0,1,8,7,117.7,44.2,0,40.0,0.0,0
113.7,56.4,0,1,8,4,118.6,43.7,0,40.0,0.0,0
114.8,50.0,0,1,8,4,117.5,44.8,1,36.1,0.2,0
99.1,57.0,0,1,8,6,118.1,42.3,1,36.3,2.9,0
99.5,61.1,0,1,10,8,118.7,40.9,0,40.0,0.0,0
88.0,22.7,0,1,10,7,116.0,38.9,0,40.0,0.0,0
93.9,33.2,0,1,7,4,118.0,39.1,1,39.0,0.2,0
96.4,33.1,0,1,8,3,118.1,39.3,1,39.7,0.3,0
107.5,53.3,0,1,10,7,117.1,43.2,0,40.0,0.0,0
96.1,25.4,0,1,10,8,119.0,38.8,0,40.0,0.0,0
99.9,39.0,0,1,8,5,118.3,40.1,1,41.6,2.0,0
111.4,42.7,0,1,8,3,118.9,43.5,0,40.0,0.0,0
106.6,32.5,0,1,6,4,116.3,37.1,0,40.0,0.0,0
101.2,43.9,0,1,9,5,116.5,39.9,0,40.0,0.0,0
109.9,35.7,0,1,9,6,119.2,40.3,0,40.0,0.0,0
103.0,56.4,0,1,8,5,118.2,42.4,0,40.0,0.0,0
116.0,30.8,1,1,8,6,118.5,36.7,0,40.0,0.0,0
100.5,47.5,0,1,8,6,118.3,41.2,0,40.0,0.0,0
114.4,28.4,0,1,8,4,118.4,36.1,0,40.0,0.0,0
109.6,37.4,1,1,10,7,118.7,39.6,0,40.0,0.0,0
103.1,38.3,0,1,6,5,118.3,40.1,1,39.0,0.2,0
108.1,40.1,0,1,0,0,119.0,40.0,1,42.7,0.2,1
108.1,40.1,0,1,0,0,119.0,40.0,1,37.1,0.7,1
108.1,40.1,0,1,0,0,119.0,40.0,1,39.5,0.2,1
108.1,40.1,0,1,0,0,119.0,40.0,1,43.0,2.1,1
108.1,40.1,0,1,0,0,119.0,40.0,1,36.6,2.0,1
108.1,40.1,0,1,0,0,119.7,40.1,1,36.0,0.2,0
108.1,40.1,0,1,0,0,119.0,40.0,1,37.9,1.3,1
108.1,40.1,0,1,0,0,119.0,40.0,1,43.4,2.4,1
108.1,40.1,0,1,0,0,119.0,40.0,1,36.6,2.0,1
106.5,38.9,0,1,6,3,117.7,38.9,0,40.0,0.0,0
105.6,32.9,0,1,5,2,112.4,35.7,0,40.0,0.0,0
102.9,33.1,0,1,9,6,118.4,38.5,0,40.0,0.0,0
94.8,24.0,0,1,9,7,118.0,37.7,1,36.2,0.6,0
95.2,44.7,0,1,10,7,117.4,40.7,0,40.0,0.0,0
97.9,25.3,0,1,10,7,118.7,38.3,1,36.2,0.2,0
101.1,31.8,0,1,10,8,117.3,37.4,0,40.0,0.0,0
112.7,41.3,0,1,9,7,115.7,40.7,1,42.0,1.3,0
94.7,40.5,0,1,5,3,117.2,40.0,0,40.0,0.0,0
107.5,50.1,0,1,7,5,118.1,43.0,0,40.0,0.0,0
114.9,35.9,1,1,5,1,118.2,41.1,1,44.0,0.5,0
111.8,41.6,1,1,10,6,119.2,41.2,0,40.0,0.0,0
107.4,30.2,0,1,6,3,117.2,37.4,1,42.6,1.3,1
114.4,37.3,1,1,10,6,119.3,39.6,0,40.0,0.0,0
110.2,40.7,1,1,7,4,118.8,37.6,1,38.7,0.5,1
74.0,47.8,0,1,9,9,108.4,25.2,0,40.0,0.0,0
109.7,37.5,0,1,9,6,117.9,40.0,1,43.3,1.8,1
114.9,29.1,0,1,5,2,118.4,36.1,1,39.7,2.1,1
107.3,41.3,1,1,7,5,116.8,40.4,0,40.0,0.0,0
111.2,25.1,0,1,9,7,118.3,36.5,0,40.0,0.0,0
97.1,27.4,0,1,8,5,117.5,38.1,1,38.3,0.1,0
104.5,51.4,0,1,9,6,117.7,42.3,0,40.0,0.0,0
97.3,38.5,0,1,8,5,118.4,39.8,0,40.0,0.0,0
112.9,40.4,0,1,8,5,118.0,40.2,1,36.7,0.0,1
108.4,56.6,0,1,9,5,118.5,43.9,0,40.0,0.0,0
112.3,34.5,1,1,8,7,118.9,37.7,1,36.7,1.5,0
102.6,49.8,0,1,9,3,117.7,43.2,0,40.0,0.0,0
115.3,53.4,0,1,7,5,118.8,43.4,0,40.0,0.0,0
108.2,50.4,0,1,8,6,118.3,43.5,0,40.0,0.0,0
88.6,40.7,0,1,10,6,118.9,39.8,1,36.2,0.0,1
97.2,49.3,0,1,7,4,117.1,42.6,0,40.0,0.0,0
117.7,28.2,1,1,9,6,119.4,37.1,0,40.0,0.0,0
94.2,31.4,0,1,7,1,116.9,38.4,1,38.4,0.9,0
93.1,54.1,0,1,7,5,118.6,42.5,1,42.7,2.0,0
95.5,54.6,0,1,9,7,117.7,41.8,0,40.0,0.0,0
101.3,49.5,0,1,8,5,118.5,42.0,0,40.0,0.0,0
93.7,26.4,0,1,10,7,117.7,38.0,1,39.1,0.2,0
115.1,49.3,1,1,5,2,116.0,47.8,0,40.0,0.0,0
96.8,51.3,0,1,9,4,117.5,42.3,1,44.1,0.2,0
110.1,50.4,0,1,8,4,117.2,44.1,0,40.0,0.0,0
103.9,55.8,0,1,8,5,117.6,43.4,0,40.0,0.0,0
93.3,45.6,0,1,9,7,118.0,40.8,0,40.0,0.0,0
96.1,28.0,0,1,10,8,119.0,38.3,1,38.3,2.1,0
115.0,51.1,0,1,8,2,116.3,48.3,1,48.7,0.0,0
89.7,32.2,0,1,10,6,117.4,38.4,1,37.2,0.0,0
85.4,47.2,0,1,10,7,118.1,40.7,1,39.1,0.0,0
113.5,39.7,0,1,9,6,119.3,40.2,0,40.0,0.0,0
100.5,30.8,0,1,6,4,118.4,39.0,0,40.0,0.0,0
101.5,39.7,0,1,9,5,118.6,40.4,1,41.4,0.4,0
91.9,28.7,0,1,8,5,118.7,38.0,0,40.0,0.0,0
98.9,48.6,0,1,10,8,119.3,39.3,0,40.0,0.0,0
100.2,21.9,0,1,7,5,118.8,37.7,0,40.0,0.0,0
98.6,41.5,0,1,6,4,118.7,41.1,0,40.0,0.0,0
110.4,40.0,1,1,7,3,119.2,40.2,1,39.2,0.6,0
95.6,23.8,0,1,10,7,117.3,37.7,1,37.4,0.7,0
109.2,32.9,1,1,10,7,119.4,39.6,0,40.0,0.0,0
102.7,39.0,0,1,4,3,115.2,39.6,1,38.9,0.4,0
92.1,45.5,0,1,7,5,118.6,39.0,1,38.9,0.5,0
89.1,49.3,0,1,6,4,118.4,39.9,1,40.0,0.7,0
112.2,43.8,0,1,9,5,119.3,41.6,0,40.0,0.0,0
96.7,56.2,0,1,8,7,119.0,42.1,0,40.0,0.0,0
103.6,42.7,0,1,7,5,118.8,41.5,1,37.2,0.3,1
98.6,44.9,0,1,9,7,118.8,41.1,0,40.0,0.0,0
107.4,52.1,0,1,5,2,116.9,43.0,0,40.0,0.0,0
93.1,39.8,0,1,9,6,118.9,41.4,0,40.0,0.0,0
111.8,47.0,1,1,10,8,119.5,40.5,0,40.0,0.0,0
99.8,43.6,0,1,8,7,119.0,41.2,1,42.2,0.8,0
108.8,33.1,0,1,8,6,119.0,38.5,0,40.0,0.0,0
110.7,39.3,1,1,7,6,119.6,40.0,0,40.0,0.0,0
109.2,42.6,0,1,4,2,117.9,42.3,1,44.1,0.6,0
111.0,25.7,0,1,7,4,118.7,37.3,0,40.0,0.0,0
93.1,21.7,0,1,4,2,106.2,29.8,0,40.0,0.0,0
96.6,34.4,0,1,7,6,118.9,38.9,0,40.0,0.0,0
97.2,39.1,0,1,10,8,118.9,40.9,0,40.0,0.0,0
111.8,45.5,0,1,9,6,118.9,43.3,1,36.0,1.3,1
113.2,43.6,0,1,8,4,118.8,42.2,0,40.0,0.0,0
106.6,43.2,1,1,6,4,118.8,39.5,0,40.0,0.0,0
98.2,43.0,0,1,7,4,119.0,40.7,0,40.0,0.0,0
103.5,24.3,0,1,7,4,118.8,37.9,0,40.0,0.0,0
100.7,50.7,0,1,8,5,118.3,42.8,0,40.0,0.0,0
96.8,54.8,0,1,8,6,118.1,41.5,0,40.0,0.0,0
102.4,36.0,0,1,6,3,117.8,38.0,0,40.0,0.0,0
100.3,44.6,0,1,7,4,119.0,40.7,0,40.0,0.0,0
104.6,29.1,0,1,6,2,118.3,38.7,0,40.0,0.0,0
97.5,44.3,0,1,6,3,118.6,38.9,0,40.0,0.0,0
108.4,43.4,1,1,7,4,118.4,41.7,1,39.4,1.2,0
112.6,39.2,1,1,9,5,119.3,39.5,1,36.8,1.8,1
98.8,45.3,0,1,9,7,118.7,40.9,0,40.0,0.0,0
111.5,50.9,0,1,2,0,113.7,48.3,0,40.0,0.0,0
110.1,42.4,1,1,8,5,118.9,41.8,0,40.0,0.0,0
110.8,30.7,0,1,6,2,114.5,34.4,1,33.9,0.2,0
91.1,43.1,0,1,8,6,118.5,40.7,1,41.6,2.0,0
94.9,34.0,0,1,6,1,117.7,39.2,0,40.0,0.0,0
94.4,19.7,0,1,9,6,117.5,37.2,0,40.0,0.0,0
91.9,51.3,0,1,9,6,118.5,41.6,0,40.0,0.0,0
95.9,37.0,0,1,6,3,119.3,40.5,0,40.0,0.0,0
111.3,37.0,1,1,6,4,119.5,39.0,0,40.0,0.0,0
88.1,69.5,0,1,10,8,115.9,40.8,0,40.0,0.0,0
104.2,29.9,0,1,8,5,118.3,38.0,1,36.6,1.3,0
89.8,17.6,0,1,10,8,119.0,39.7,1,37.7,0.5,0
100.3,24.5,0,1,9,5,118.7,37.5,1,36.4,1.3,0
96.3,25.6,0,1,10,6,119.0,39.3,0,40.0,0.0,0
98.2,46.6,0,1,9,5,119.1,41.6,0,40.0,0.0,0
100.3,45.7,0,1,9,7,118.4,41.1,0,40.0,0.0,0
105.3,54.2,0,1,6,3,118.4,43.2,1,42.0,0.2,0
102.0,34.5,0,1,8,6,118.2,39.0,1,37.9,1.0,0
101.9,39.2,0,1,8,6,119.0,40.1,0,40.0,0.0,0
116.1,30.6,0,1,9,6,118.2,34.2,0,40.0,0.0,0
108.5,53.2,0,1,7,5,118.2,43.4,0,40.0,0.0,0
119.0,79.3,0,1,9,6,118.8,39.6,1,43.2,0.8,0
112.4,45.3,1,1,9,6,119.3,41.9,0,40.0,0.0,0
94.1,50.8,0,1,9,6,118.7,41.2,0,40.0,0.0,0
103.2,48.4,0,1,5,3,117.8,42.1,0,40.0,0.0,0
97.8,42.7,0,1,7,5,117.4,40.5,0,40.0,0.0,0
104.4,44.6,0,1,8,4,118.6,41.3,1,41.3,0.2,0
108.7,18.4,0,1,5,2,118.8,36.5,0,40.0,0.0,0
99.4,27.2,0,1,8,5,118.0,39.8,1,40.9,1.0,0
112.6,21.5,0,1,9,5,118.4,36.9,0,40.0,0.0,0
90.5,37.1,0,1,5,3,118.4,39.8,0,40.0,0.0,0
80.6,30.1,0,1,10,9,119.1,39.7,1,39.7,1.3,0
113.5,37.1,1,1,9,7,119.2,39.6,0,40.0,0.0,0
112.5,35.8,0,1,10,6,119.1,39.3,0,40.0,0.0,0
111.7,25.6,0,1,9,5,118.0,36.0,0,40.0,0.0,0
112.9,36.9,0,1,9,6,119.5,39.7,0,40.0,0.0,0
113.2,33.9,1,1,9,6,118.5,39.2,0,40.0,0.0,0
114.8,55.0,0,1,7,5,117.5,44.7,0,40.0,0.0,0
98.6,58.7,0,1,9,8,118.6,41.4,0,40.0,0.0,0
110.3,23.8,0,1,4,2,113.7,30.0,1,29.9,1.4,0
98.0,49.4,0,1,9,8,117.0,41.7,0,40.0,0.0,0
115.1,50.8,1,1,8,5,118.6,43.5,1,42.9,0.2,0
99.6,29.5,0,1,9,8,117.7,39.6,0,40.0,0.0,0
99.0,48.6,0,1,7,4,117.4,41.9,1,43.0,1.6,0
106.4,37.9,0,1,8,4,117.9,40.3,0,40.0,0.0,0
109.4,42.3,0,1,8,4,117.9,40.6,1,39.7,1.5,0
98.8,38.1,0,1,8,6,116.7,39.0,0,40.0,0.0,0
109.2,26.0,0,1,9,7,118.2,36.7,1,43.0,0.2,1
114.8,49.8,1,1,9,7,118.7,42.5,1,43.5,0.8,0
116.0,44.0,0,1,6,3,115.2,43.7,0,40.0,0.0,0
